shell,n_in_shell,r_mpc,phi_tick,theta_tick,omega,trichter_depth,x,y,z,alpha,delta_phi_tick
3,13,1500.0,125920.80011239834,38125.12978694429,0.5509711162623713,0.008413813963378591,1419.7009466243687,-255.95615573553366,-409.80746480926973,1.5,0.0
3,13,1500.0,88356.80011239834,28089.819671018522,0.5509711162623713,0.008413813963378591,-610.0097547094678,-1334.5643308134463,310.25265790197864,1.5,0.0
3,13,1500.0,25365.80011239834,25244.50441536287,0.5509711162623713,0.008413813963378591,471.7974840474004,1329.4057417220306,508.48592299242966,1.5,0.0
3,13,1500.0,114245.80011239834,28858.419050756343,0.5509711162623713,0.008413813963378591,1087.026730281115,-1001.3439209210857,255.53269204890572,1.5,0.0
3,13,1500.0,89570.80011239834,29056.218875820276,0.5509711162623713,0.008413813963378591,-535.1374649506795,-1380.2224651349995,241.3900007898011,1.5,0.0
3,13,1500.0,97361.80011239834,35023.0475385757,0.5509711162623713,0.008413813963378591,11.671301634092934,-1487.8416069415578,-189.67944906820787,1.5,0.0
4,13,2000.0,98858.10494242236,25758.775344565394,0.42197100726224424,0.01492524937624784,152.34832669859827,-1891.0974534454383,629.5765427807069,1.5,0.0
4,13,2000.0,25084.10494242236,36002.22147966249,0.42197100726224424,0.01492524937624784,684.0238657168177,1846.9838132249563,-345.6931538823179,1.5,0.0
4,13,2000.0,18343.10494242236,31782.411130072476,0.42197100726224424,0.01492524937624784,1259.3487613712605,1552.5642602630599,59.561386721935975,1.5,0.0
4,13,2000.0,54486.10494242236,26912.60282034435,0.42197100726224424,0.01492524937624784,-1693.389938800221,925.1729366799517,523.0721424445394,1.5,0.0
4,13,2000.0,81988.10494242236,32416.92535667449,0.42197100726224424,0.01492524937624784,-1344.869171483121,-1480.3122029797833,-1.6325557211789465,1.5,0.0
4,13,2000.0,38988.10494242236,26767.45606395333,0.42197100726224424,0.01492524937624784,-604.72521595693,1828.4889258441217,536.5668638058216,1.5,0.0
4,13,2000.0,5923.10494242236,35580.390076259326,0.42197100726224424,0.01492524937624784,1895.3482985290752,559.7394640404724,-305.554302998601,1.5,0.0
4,13,2000.0,5560.10494242236,31527.731664299296,0.42197100726224424,0.01492524937624784,1926.0520322232398,532.1414048010896,84.11063036589915,1.5,0.0
4,13,2000.0,7060.10494242236,30472.543862763017,0.42197100726224424,0.01492524937624784,1875.7617759213006,668.3493880917512,185.64467713931074,1.5,0.0
4,13,2000.0,58390.10494242236,29184.4958441956,0.42197100726224424,0.01492524937624784,-1881.1111490320386,604.1493650627383,308.90064796456176,1.5,0.0
4,13,2000.0,124122.10494242236,34510.57800852599,0.42197100726224424,0.01492524937624784,1919.7887802600144,-522.1842916579307,-203.22331076660896,1.5,0.0
4,13,2000.0,104132.10494242236,30161.364290964924,0.42197100726224424,0.01492524937624784,655.6931542738722,-1877.0014148345726,215.50666985504975,1.5,0.0
4,13,2000.0,125817.10494242236,25719.928692920836,0.42197100726224424,0.01492524937624784,1864.2311903574198,-345.7854801384181,633.1298747065548,1.5,0.0
5,13,2500.0,97785.8023818573,36915.76464424587,0.3394317645564466,0.02325534449188732,69.2971570357725,-2439.3416444330924,-538.5449257693442,1.5,0.0
5,13,2500.0,9641.802381857298,35913.62106437573,0.3394317645564466,0.02325534449188732,2199.500714154817,1110.2183700287314,-420.35678272866994,1.5,0.0
